date,y_spd,manu_ratio,bsi_inv_l,employ_l,durable_l,dubai_l
2014-01-01,0.7549999999999999,0.1517636712487569,4.584967478670572,4.100989104940769,4.2456340097683265,4.642176911617187
2014-02-01,0.6679999999999997,0.14092742613349518,4.584967478670572,4.104294893075269,4.255612709818223,4.656433479925633
2014-03-01,0.669,0.137696388644164,4.574710978503383,4.100989104940769,4.188138441508461,4.647654797594247
2014-04-01,0.665,0.1227356544382161,4.584967478670572,4.1059436980654525,4.182050142641207,4.65224459337402
2014-05-01,0.5640000000000001,0.12714648119314642,4.584967478670572,4.09933210373314,4.220977213155467,4.658995272682999
2014-06-01,0.54,0.14135915801569698,4.56954300834494,4.09933210373314,4.249922794040544,4.683704063642198
2014-07-01,0.4980000000000002,0.12922308272513128,4.56954300834494,4.102643365036796,4.244200317766478,4.663061664403869
2014-08-01,0.5459999999999998,0.13196070504777246,4.553876891600541,4.1059436980654525,4.225372824628505,4.62114195549779
2014-09-01,0.6070000000000002,0.10834286733592435,4.5591262474866845,4.104294893075269,4.286341384539473,4.5682987112121864
2014-10-01,0.5300000000000002,0.10226988272199655,4.553876891600541,4.102643365036796,4.183575695950044,4.458756167532555
2014-11-01,0.5540000000000003,0.13021333488051923,4.5591262474866845,4.104294893075269,4.2612704335380815,4.332311042427949
2014-12-01,0.5380000000000003,0.15175583523918768,4.548599834499697,4.100989104940769,4.29592393562047,4.09150720740194
2015-01-01,0.3759999999999999,0.13629755093423324,4.548599834499697,4.104294893075269,4.320151230955794,3.8392372357024933
2015-02-01,0.32200000000000006,0.135715487068107,4.548599834499697,4.1059436980654525,4.308110951723713,4.0239220979255546
2015-03-01,0.4109999999999998,0.10799370397785069,4.584967478670572,4.100989104940769,4.294560608892605,3.9948924832504407
2015-04-01,0.43799999999999994,0.10486713743891851,4.579852378003801,4.100989104940769,4.28496492183075,4.067829456566345
2015-05-01,0.6150000000000002,0.09092759914799853,4.564348191467836,4.100989104940769,4.300002799195291,4.145987795373939
2015-06-01,0.6950000000000001,0.07125108970375926,4.532599493153256,4.09933210373314,4.3054155323020415,4.123903364463645
2015-07-01,0.6730000000000003,0.06525896995322888,4.516338972281476,4.102643365036796,4.3067641501733345,4.025173103360802
2015-08-01,0.5729999999999997,0.09428041447468516,4.52720864451838,4.102643365036796,4.309455941839047,3.8707842574115485
2015-09-01,0.5650000000000002,0.08515735898450316,4.537961436294641,4.104294893075269,4.334672938290411,3.810875823423188
2015-10-01,0.4610000000000001,0.10059032754379515,4.532599493153256,4.104294893075269,4.396915247167632,3.8255932774297583
2015-11-01,0.502,0.09635112616125152,4.537961436294641,4.102643365036796,4.383275854074314,3.728100167267218
2015-12-01,0.46199999999999997,0.09000581298757115,4.5217885770490405,4.107589788972121,4.4272389774954295,3.5304697173662944
2016-01-01,0.397,0.047660090735074156,4.505349850705881,4.1059436980654525,4.324132656254979,3.312730400339825
2016-02-01,0.3520000000000001,0.048471379483125965,4.52720864451838,4.102643365036796,4.356708826689592,3.3901364343027307
2016-03-01,0.3560000000000001,0.05680347017008369,4.543294782270004,4.09933210373314,4.403054001865957,3.5681232529781366
2016-04-01,0.3420000000000001,0.06778978417200676,4.532599493153256,4.09933210373314,4.37197629882038,3.671733295278966
2016-05-01,0.33199999999999985,0.08685223700372635,4.52720864451838,4.100989104940769,4.400603020246817,3.7921127087555884
2016-06-01,0.2829999999999999,0.08689913848452946,4.537961436294641,4.102643365036796,4.4331949212482815,3.83557383326474
2016-07-01,0.18300000000000005,0.09182863070835268,4.51085950651685,4.102643365036796,4.324132656254979,3.7480913137457823
2016-08-01,0.17900000000000005,0.09624147937253547,4.537961436294641,4.107589788972121,4.330733340286331,3.7835075831927187
2016-09-01,0.19999999999999996,0.0920337983787487,4.5591262474866845,4.104294893075269,4.330733340286331,3.7768903314366495
2016-10-01,0.2350000000000001,0.10449499488958658,4.543294782270004,4.104294893075269,4.394449154672439,3.8877303128591016
2016-11-01,0.3560000000000001,0.14794889298194125,4.543294782270004,4.1059436980654525,4.389498649512583,3.785098311854479
2016-12-01,0.46699999999999986,0.16285217252050366,4.553876891600541,4.109233174715851,4.432006566978902,3.9539324085053558
2017-01-01,0.4680000000000002,0.17502958487175047,4.548599834499697,4.1059436980654525,4.379523504455763,3.980989209892869
2017-02-01,0.4979999999999998,0.12511249286003867,4.537961436294641,4.107589788972121,4.411585436915426,3.9945242269398897
2017-03-01,0.512,0.14222099944201894,4.5591262474866845,4.109233174715851,4.415219602029645,3.9322177127136655
2017-04-01,0.504,0.1183403232049347,4.584967478670572,4.107589788972121,4.432006566978902,3.96176509732296
2017-05-01,0.5670000000000002,0.08580880152002646,4.579852378003801,4.107589788972121,4.4343818650078095,3.914619631275412
